X.clade_name	clade_taxid	p1	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p2	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p3	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p4	p40	p41	p42	p43	p44	p45	p46	p47	p48	p49	p5	p6	p7	p8	p9
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	2|976|200643|171549|815|816|246787	NA	 0.07650	NA	 0.00651	NA	 3.90563	NA	 0.01502	NA	 0.43315	 0.09449	NA	NA	  1.51729	NA	 1.02828	  0.01822	 0.02398	 0.39821	  0.00736	NA	NA	NA	NA	 0.58975	NA	  0.02443	 0.08577	  0.07855	NA	 0.08742	NA	  0.02215	 0.15354	NA	  0.01666	NA	NA	NA	NA	NA	NA	  0.13602	NA	  1.06250	 0.00344	 0.15186	  0.10539	  1.06366
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis	2157|28890|183967|1235850|1577788|1080709|1406512	NA	 0.06231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	2|1239|526524|526525|128827|1505663|1547	NA	 0.04678	NA	 0.01875	NA	NA	NA	NA	 0.10721	NA	NA	NA	NA	NA	NA	 0.13429	NA	NA	 0.00820	  0.22800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.12070	  0.03805	 0.01077	NA	NA	NA	 0.00263	NA	NA	NA	  0.10708	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	2|1239|909932|1843489|31977|29465|29466	NA	 0.02838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00261	 0.01565	  0.00279	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.03864	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00244	NA	  0.01697	 0.00169	 0.00713	  0.04142	NA	NA	NA	NA	 0.02352	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1185	2|976|200643|171549|171552|838|1262921	NA	 0.02689	NA	NA	NA	NA	 0.00522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum	2|1239|186801|186802|31979|1485|29363	NA	 0.02589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	2|1239|91061|186826|1300|1301|1318	NA	 0.02525	NA	 0.08340	 0.03519	NA	 0.04278	NA	NA	 0.05401	 0.01979	  0.01493	  0.01195	  0.14300	NA	 0.05338	  0.06881	 0.06942	 0.00563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.61159	  1.42233	NA	 0.01374	NA	NA	  0.14743	NA	  0.00111	 0.58704	 0.18487	  0.00492	NA	 0.00262	NA	NA	 0.07113	  0.00895	  0.07048
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	2|1239|186801|186802|541000|1263|46228	NA	 0.02475	 1.86063	 0.57458	NA	NA	 0.17924	 1.51065	NA	 2.17113	 0.17074	  3.38910	  0.72253	NA	 0.73529	NA	NA	NA	 0.30096	NA	NA	NA	 1.00947	NA	 0.26678	NA	  0.49002	NA	NA	NA	 0.09750	  0.00911	  0.03556	NA	  0.30149	NA	NA	NA	  0.12410	 0.60706	NA	  1.56752	  0.48104	NA	NA	 0.25864	 0.06317	  2.88280	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis	2|1239|186801|186802|186804|1501226|1115758	NA	 0.01414	 0.00292	NA	 0.00744	NA	 0.00103	NA	NA	NA	NA	NA	NA	  0.00914	 0.01276	 0.00420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00434	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	2|976|200643|171549|815|816|674529	NA	 0.01186	NA	 0.36412	NA	 1.15346	 0.35872	 0.13191	NA	NA	NA	NA	  0.53755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 1.45109	NA	  0.16726	 0.24245	  0.03337	  0.00633	NA	NA	NA	 1.46684	NA	  0.17279	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_170	2|1239|||||1263006	NA	 0.01116	NA	 0.02656	 0.36902	NA	NA	 0.43981	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.16040	 0.37798	  0.14925	  0.00507	 1.07779	NA	 0.01307	 0.24815	NA	  0.06774	 0.17469	  0.05433	NA	 0.11154	  0.41794	NA	NA	  0.00903	NA	NA	NA	NA	 0.09004	 0.02935	NA	NA	 0.19818	NA	 0.26235	 0.16627	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	2|1239|526524|526525|128827|1472649|1034346	NA	 0.00940	 0.00094	NA	NA	NA	NA	NA	 0.01051	NA	NA	  0.00083	  0.00021	  0.12726	NA	 0.11627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00840	NA	NA	NA	NA	NA	 0.03984	NA	NA	NA	NA	NA	NA	NA	  0.02724	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	2|201174|1760|2037|2049|1654|544580	NA	 0.00598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.02250	 0.01209	NA	NA	 0.02615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00592	NA	 0.05668	NA	NA	 0.00290	NA	NA
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis	2|201174|84998|84999|84107|1472762|1472761	NA	 0.00281	 0.22892	NA	NA	NA	 0.00099	 0.00139	 1.51703	 0.00056	 0.00094	NA	NA	  0.67049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00315	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	2|1239|186801|186802|186803|33042|33043	NA	 0.00271	NA	NA	 0.06200	 0.55458	 5.17310	 6.74446	NA	 0.17625	NA	NA	NA	NA	 0.12803	NA	  1.35830	 0.23321	 0.68367	NA	NA	 0.03261	NA	 0.19870	NA	  0.49500	  0.52853	NA	  5.57117	NA	NA	NA	  3.25526	NA	  0.18520	  0.30159	NA	NA	NA	 0.13467	NA	  2.06787	NA	 4.52128	  2.31017	 0.83397	 0.12325	 10.66241	 11.79985
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	2|201174|1760|2037|2049|1654|1660	NA	 0.00237	NA	 0.01926	NA	NA	 0.00153	NA	NA	 0.00746	 0.00088	NA	  0.00122	  0.00139	 0.01458	NA	  0.00262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00863	NA	 0.01252	NA	NA	NA	NA	NA	 0.00506	NA	  0.00378	NA	 0.00860	NA	 0.02238	 0.00316	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184	2|1239|186801|186802|541000|1017280|1965576	NA	 0.00222	NA	NA	NA	NA	NA	NA	 0.00689	 0.04943	NA	NA	NA	NA	 0.05093	NA	NA	NA	 0.10142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00904	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00823	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An10	2|1239|186801|186802|541000|946234|1965537	NA	 0.00126	NA	NA	NA	NA	NA	NA	NA	 0.00141	NA	NA	NA	NA	 0.00926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Lentisphaerae	2|256845	NA	NA	 0.01063	NA	 0.22465	NA	NA	NA	NA	NA	 0.06822	NA	  0.00158	NA	NA	 0.00190	NA	NA	 0.01364	NA	NA	 0.05808	NA	 0.07136	 0.03605	NA	  0.05207	NA	  0.16348	NA	NA	NA	NA	 0.04143	NA	NA	NA	NA	NA	 0.01873	NA	  0.00759	  0.00141	 0.03831	NA	 0.00687	NA	NA	NA
k__Bacteria|p__Synergistetes	2|508458	NA	NA	 0.00618	NA	NA	 0.01696	NA	 0.00545	 0.93309	NA	NA	NA	NA	NA	NA	 0.06414	NA	 0.05699	 0.63369	NA	NA	NA	NA	NA	 0.54394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.40131	NA	 0.15154	NA	NA	NA
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	NA	NA	 0.01063	NA	 0.22465	NA	NA	NA	NA	NA	 0.06822	NA	  0.00158	NA	NA	 0.00190	NA	NA	 0.01364	NA	NA	 0.05808	NA	 0.07136	 0.03605	NA	  0.05207	NA	  0.16348	NA	NA	NA	NA	 0.04143	NA	NA	NA	NA	NA	 0.01873	NA	  0.00759	  0.00141	 0.03831	NA	 0.00687	NA	NA	NA
k__Bacteria|p__Synergistetes|c__Synergistia	2|508458|649775	NA	NA	 0.00618	NA	NA	 0.01696	NA	 0.00545	 0.93309	NA	NA	NA	NA	NA	NA	 0.06414	NA	 0.05699	 0.63369	NA	NA	NA	NA	NA	 0.54394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.40131	NA	 0.15154	NA	NA	NA
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	NA	NA	 0.01063	NA	 0.22465	NA	NA	NA	NA	NA	 0.06822	NA	  0.00158	NA	NA	 0.00190	NA	NA	 0.01364	NA	NA	 0.05808	NA	 0.07136	 0.03605	NA	  0.05207	NA	  0.16348	NA	NA	NA	NA	 0.04143	NA	NA	NA	NA	NA	 0.01873	NA	  0.00759	  0.00141	 0.03831	NA	 0.00687	NA	NA	NA
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	2|508458|649775|649776	NA	NA	 0.00618	NA	NA	 0.01696	NA	 0.00545	 0.93309	NA	NA	NA	NA	NA	NA	 0.06414	NA	 0.05699	 0.63369	NA	NA	NA	NA	NA	 0.54394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.40131	NA	 0.15154	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	2|1224|28216|80840|80864	NA	NA	 0.04370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.04220	NA	NA	NA	NA	NA
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	2|256845|1313211|278082|255528	NA	NA	 0.01063	NA	 0.22465	NA	NA	NA	NA	NA	 0.06822	NA	  0.00158	NA	NA	 0.00190	NA	NA	 0.01364	NA	NA	 0.05808	NA	 0.07136	 0.03605	NA	  0.05207	NA	  0.16348	NA	NA	NA	NA	 0.04143	NA	NA	NA	NA	NA	 0.01873	NA	  0.00759	  0.00141	 0.03831	NA	 0.00687	NA	NA	NA
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	2|508458|649775|649776|649777	NA	NA	 0.00618	NA	NA	 0.01696	NA	 0.00545	 0.93309	NA	NA	NA	NA	NA	NA	 0.06414	NA	 0.05699	 0.63369	NA	NA	NA	NA	NA	 0.54394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.40131	NA	 0.15154	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	2|1239|186801|186802|186803|28050	NA	NA	 4.84969	NA	NA	NA	 0.01768	 1.67587	 1.93490	 1.62219	 0.02666	  2.52857	  2.17127	NA	NA	NA	NA	NA	 0.04043	  0.00616	  0.12128	 0.77158	 0.24495	 0.07388	NA	  1.76974	  2.54502	 4.21948	  0.98576	NA	 0.59985	  0.08002	NA	 0.33155	NA	  0.65767	  0.07102	  0.00539	NA	 1.14242	NA	  0.60580	NA	 0.65924	  0.36084	 0.24157	 1.69923	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	2|1239|91061|186826|1300|1357	NA	NA	 0.08868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.25039	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.09184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00870	NA	 0.00174	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus	2|1239|186801|186802||2039302	NA	NA	 0.06975	NA	NA	 0.18358	NA	NA	 0.95737	 0.08665	 0.32729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.39100	  0.09026	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas	2|1224|28216|80840|80864|283	NA	NA	 0.04370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.04220	NA	NA	NA	NA	NA
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis	2|256845|1313211|278082|255528|172900	NA	NA	 0.01063	NA	 0.22465	NA	NA	NA	NA	NA	 0.06822	NA	  0.00158	NA	NA	 0.00190	NA	NA	 0.01364	NA	NA	 0.05808	NA	 0.07136	 0.03605	NA	  0.05207	NA	  0.16348	NA	NA	NA	NA	 0.04143	NA	NA	NA	NA	NA	 0.01873	NA	  0.00759	  0.00141	 0.03831	NA	 0.00687	NA	NA	NA
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus	2|508458|649775|649776|649777|508459	NA	NA	 0.00618	NA	NA	 0.01696	NA	 0.00545	 0.93309	NA	NA	NA	NA	NA	NA	 0.06414	NA	 0.03876	 0.63369	NA	NA	NA	NA	NA	 0.54394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.40131	NA	 0.15154	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	2|1239|186801|186802|186803|28050|28052	NA	NA	 4.84969	NA	NA	NA	 0.01768	 1.67587	 1.93490	 1.62219	 0.02666	  2.52857	  2.17127	NA	NA	NA	NA	NA	 0.04043	  0.00616	  0.12128	 0.77158	 0.24495	 0.07388	NA	  1.76974	  2.54502	 4.21948	  0.98576	NA	 0.59985	  0.08002	NA	 0.33155	NA	  0.65767	  0.07102	  0.00539	NA	 1.14242	NA	  0.60580	NA	 0.65924	  0.36084	 0.24157	 1.69923	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274	2|1239|186801|186802|186806|1730|1262888	NA	NA	 0.63732	NA	 0.10945	NA	NA	NA	NA	 0.11985	NA	NA	NA	NA	 0.03462	NA	NA	NA	NA	NA	NA	 0.17610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00180	  0.51648	NA	  1.09956	 0.18497	 0.03503	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_marmotae	2|1224|1236|91347|543|561|1499973	NA	NA	 0.13176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.25539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rogosae	2|1239|91061|186826|33958|1578|706562	NA	NA	 0.10612	NA	NA	NA	 0.00115	 0.05062	NA	 0.01917	 0.03446	NA	  0.00613	NA	NA	NA	NA	NA	 0.01717	NA	  0.00226	 0.00619	 0.10099	NA	NA	  0.11659	NA	 0.11510	  0.00346	NA	NA	  0.05098	NA	NA	NA	  0.01367	  0.00906	NA	NA	 0.01162	NA	  0.03835	NA	 0.02264	NA	NA	 0.22243	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	2|1239|91061|186826|1300|1357|1358	NA	NA	 0.08868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.06169	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.09184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00870	NA	 0.00174	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus	2|1239|186801|186802||2039302|1981510	NA	NA	 0.06975	NA	NA	 0.18358	NA	NA	 0.95737	 0.08665	 0.32729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.39100	  0.09026	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242	2|1239|186801|186802|31979|1485|1262783	NA	NA	 0.06423	NA	NA	NA	NA	NA	NA	NA	 0.02536	NA	NA	NA	NA	 0.01053	  0.01049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus	2|976|200643|171549|815|816|384639	NA	NA	 0.05540	NA	NA	NA	NA	 0.53909	NA	 0.49442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.07763	  0.00646	 0.01195	NA	NA	NA	NA	NA	 0.06010	NA	NA	NA	NA	NA	 0.07605	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_testosteroni	2|1224|28216|80840|80864|283|285	NA	NA	 0.03738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16	2|1239|186801|186802|541000||552398	NA	NA	 0.01594	NA	NA	NA	NA	NA	NA	 0.00145	NA	  0.00404	NA	  0.11606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.01442	 0.00109	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis	2|256845|1313211|278082|255528|172900|172901	NA	NA	 0.01063	NA	 0.22465	NA	NA	NA	NA	NA	 0.06822	NA	  0.00158	NA	NA	 0.00190	NA	NA	 0.01364	NA	NA	 0.05808	NA	 0.07136	 0.03605	NA	  0.05207	NA	  0.16348	NA	NA	NA	NA	 0.04143	NA	NA	NA	NA	NA	 0.01873	NA	  0.00759	  0.00141	 0.03831	NA	 0.00687	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5	2|1239|186801|186802|541000||1520815	NA	NA	 0.00883	NA	 0.01659	 0.00655	NA	NA	 0.02662	 0.01154	 0.02822	NA	NA	NA	 0.00384	 0.19285	NA	NA	 0.04821	NA	NA	NA	 0.01811	NA	 0.30516	NA	NA	NA	NA	NA	NA	NA	NA	 0.04368	NA	NA	NA	  0.00092	NA	 0.00232	NA	NA	NA	 0.60459	NA	 0.01177	 0.06943	NA	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_thiooxydans	2|1224|28216|80840|80864|283|363952	NA	NA	 0.00633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_evryensis	2|508458|649775|649776|649777|508459|508460	NA	NA	 0.00618	NA	NA	 0.01696	NA	NA	 0.24508	NA	NA	NA	NA	NA	NA	 0.06414	NA	NA	 0.63369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.40131	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae	2|1239|186801|186802|186803|1506553|358743	NA	NA	 0.00250	NA	NA	NA	NA	NA	 0.10541	NA	NA	  0.02396	  0.01721	  0.03788	NA	NA	NA	 0.00566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.04745	 0.02413	NA	NA	NA	NA	NA	NA	NA	  0.01213	 0.00646	NA	NA	NA	NA	NA	NA	NA	NA	  0.00163
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471	2|1239|186801|186802|186803|841|1262948	NA	NA	 0.00103	NA	 0.00646	 0.00177	 0.01587	 1.10623	NA	 0.00446	NA	NA	  0.00672	NA	NA	NA	NA	 0.53702	NA	NA	  0.04046	 1.08397	NA	NA	 0.23995	NA	  0.00255	NA	  0.01130	  0.35694	 0.00127	  0.42953	  0.22224	 0.00234	NA	NA	  1.17610	NA	  0.00945	NA	NA	  0.52536	  0.00047	NA	  0.00286	 0.70953	 0.00546	  0.00054	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12	2|1239|91061|186826|1300|1301|1759399	NA	NA	 0.00090	 0.01343	NA	NA	NA	NA	 0.00588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00496	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.07762	NA	NA	NA	NA	NA	NA	NA	NA	 0.00764	NA	NA	NA	NA	  0.00471	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13	2|1239|186801|186802|216572|459786|1855299	NA	NA	 0.00043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	NA	NA	NA	 0.00327	NA	NA	NA	NA	 0.00500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.10191	NA	NA	NA	NA	NA	NA	  0.02568	NA	NA	NA	NA
