X.clade_name	clade_taxid	p1	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p2	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p3	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p4	p40	p41	p42	p43	p44	p45	p46	p47	p48	p49	p5	p6	p7	p8	p9
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	2|201174|1760|85006	NA	NA	NA	 0.00285	NA	NA	NA	NA	NA	 0.00256	NA	NA	NA	NA	NA	 0.00236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00156	NA	NA	NA	 0.02050	  0.04723	NA	NA	NA	NA	NA	  0.03178	NA	 0.00568	NA	NA	NA	NA	NA	 0.03536	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	NA	NA	NA	 0.00219	NA	NA	 0.00273	NA	NA	NA	NA	NA	  0.00103	NA	 0.01130	 0.09218	  0.00351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.13366	 0.05345	NA	NA	NA	  0.11684	NA	  0.10735	NA	NA	 0.00879	NA	NA	NA	NA	NA	NA	 0.01728	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified	2|1239|91061|1385|	NA	NA	NA	 0.00327	NA	NA	NA	NA	 0.00500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.10191	NA	NA	NA	NA	NA	NA	  0.02568	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	2|201174|1760|85006|1268	NA	NA	NA	 0.00285	NA	NA	NA	NA	NA	 0.00256	NA	NA	NA	NA	NA	 0.00236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00156	NA	NA	NA	 0.02050	  0.04723	NA	NA	NA	NA	NA	NA	NA	 0.00568	NA	NA	NA	NA	NA	 0.03536	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	2|1224|1236|135625|712	NA	NA	NA	 0.00219	NA	NA	 0.00273	NA	NA	NA	NA	NA	  0.00103	NA	 0.01130	 0.09218	  0.00351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.13366	 0.05345	NA	NA	NA	  0.11684	NA	  0.10735	NA	NA	 0.00879	NA	NA	NA	NA	NA	NA	 0.01728	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	2|1239|526524|526525|128827|1573535	NA	NA	NA	 0.94243	NA	NA	 0.53832	 0.74248	NA	 2.12640	NA	  0.08072	  0.36429	NA	NA	NA	  0.12287	 0.23616	NA	  0.02891	  0.00586	NA	NA	NA	 0.51233	  0.35879	  0.57274	 0.14834	NA	NA	NA	  0.22707	NA	 1.01659	NA	NA	NA	NA	NA	NA	 0.00222	  0.11078	NA	 0.03387	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	2|976|200643|171549|171552|577309	NA	NA	NA	 0.76095	NA	NA	NA	 0.19616	NA	NA	 0.12529	NA	  0.50503	NA	NA	NA	  0.06692	 0.07314	 0.23911	NA	NA	NA	NA	NA	 0.00404	NA	  0.12756	NA	NA	NA	 0.63978	  0.50357	NA	 0.13424	NA	  0.06146	NA	NA	  1.46974	 0.80783	NA	  0.17034	  0.88931	 0.02226	NA	 0.05043	 0.08231	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	2|1239|909932|1843488|909930|33024	NA	NA	NA	 0.44191	 2.12521	NA	NA	 1.18767	 0.66735	 0.67656	 0.02233	  0.35467	  2.65428	  1.62064	NA	 0.38704	NA	NA	NA	NA	  0.03940	NA	 1.50970	NA	NA	NA	NA	 3.95795	NA	NA	NA	NA	  0.38573	 1.18331	NA	NA	NA	  0.02366	  0.62314	 1.52702	NA	NA	NA	NA	  0.77184	 1.88944	NA	  0.02603	  0.36790
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	2|201174|84998|1643822|1643826|84111	NA	NA	NA	 0.00440	NA	NA	NA	NA	 0.53232	NA	NA	  0.00160	NA	  0.29654	 0.02995	 0.01011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.01180	  2.51782	  0.01340	 0.02183	NA	  0.01505	NA	NA	  0.16687	NA	NA	  0.13097	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella	2|1239|91061|1385||1378	NA	NA	NA	 0.00327	NA	NA	NA	NA	 0.00500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.10191	NA	NA	NA	NA	NA	NA	  0.02568	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia	2|201174|1760|85006|1268|32207	NA	NA	NA	 0.00285	NA	NA	NA	NA	NA	 0.00256	NA	NA	NA	NA	NA	 0.00236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00156	NA	NA	NA	 0.02050	  0.04723	NA	NA	NA	NA	NA	NA	NA	 0.00568	NA	NA	NA	NA	NA	 0.03536	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	2|1224|1236|135625|712|724	NA	NA	NA	 0.00219	NA	NA	 0.00273	NA	NA	NA	NA	NA	  0.00103	NA	 0.01130	 0.09218	  0.00351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.13366	 0.05345	NA	NA	NA	  0.11684	NA	  0.10735	NA	NA	 0.00879	NA	NA	NA	NA	NA	NA	 0.01728	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251	2|1239|186801|186802|186806|1730|1262886	NA	NA	NA	 1.63103	NA	NA	 0.25105	NA	NA	NA	NA	NA	NA	  4.17293	NA	NA	NA	NA	NA	  0.12176	  0.31423	NA	NA	NA	 0.01429	  0.66889	NA	 1.54398	  0.42321	NA	 0.61905	NA	  0.32908	NA	  0.09313	  0.06504	NA	NA	NA	NA	NA	  1.01908	NA	NA	NA	NA	 0.07319	NA	  1.19677
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	2|976|200643|171549|815|816|28111	NA	NA	NA	 1.55890	NA	NA	NA	NA	 5.86778	NA	 0.58290	  2.90054	NA	NA	NA	NA	NA	 0.10566	 0.16446	NA	NA	NA	 0.49663	NA	NA	NA	NA	 0.09233	  1.02448	NA	NA	NA	NA	 0.34263	NA	NA	NA	  0.00455	NA	NA	NA	  0.01654	NA	 0.62272	NA	 1.17210	 0.14212	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	2|976|200643|171549|815|816|46506	NA	NA	NA	 1.38381	 0.31728	NA	NA	 0.02471	NA	 0.80321	 0.66297	  0.35058	  0.87615	NA	NA	NA	  0.09199	 0.00247	NA	NA	NA	NA	NA	 0.71453	NA	NA	  0.02548	NA	NA	NA	 0.00475	NA	NA	 1.04405	NA	NA	NA	NA	NA	21.68092	NA	  0.15178	NA	NA	NA	NA	 2.23472	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	2|1239|526524|526525|128827|1573535|1735	NA	NA	NA	 0.94243	NA	NA	 0.53832	 0.74248	NA	 2.12640	NA	  0.08072	  0.36429	NA	NA	NA	  0.12287	 0.23616	NA	  0.02891	  0.00586	NA	NA	NA	 0.51233	  0.35879	  0.57274	 0.14834	NA	NA	NA	  0.22707	NA	 1.01659	NA	NA	NA	NA	NA	NA	 0.00222	  0.11078	NA	 0.03387	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	2|976|200643|171549|171552|577309|454155	NA	NA	NA	 0.76095	NA	NA	NA	 0.17038	NA	NA	 0.12529	NA	  0.50503	NA	NA	NA	  0.06692	 0.07314	 0.23911	NA	NA	NA	NA	NA	 0.00404	NA	  0.12756	NA	NA	NA	 0.63898	  0.50357	NA	 0.12418	NA	  0.06146	NA	NA	  1.37514	 0.76251	NA	  0.12393	  0.88931	 0.02226	NA	 0.05043	 0.08231	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	2|976|200643|171549|815|816|204516	NA	NA	NA	 0.47054	NA	NA	 0.08329	NA	NA	 0.07189	 0.16434	NA	  0.81916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.47266	 0.09764	NA	NA	NA	  0.80678	NA	 1.05914	NA	NA	 0.18417	NA	NA	NA	NA	  0.24367	NA	NA	  0.05734	NA	NA	NA	 0.21797	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	2|1239|909932|1843488|909930|33024|33025	NA	NA	NA	 0.44191	NA	NA	NA	NA	 0.66735	 0.67656	 0.02233	  0.35467	NA	  1.62064	NA	 0.38704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00163	NA	NA	NA	NA	  0.38573	NA	NA	NA	NA	  0.02366	NA	 0.20443	NA	NA	NA	NA	  0.77184	NA	NA	  0.02603	  0.36790
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_443	2|976|200643|171549|815|816|1262739	NA	NA	NA	 0.33992	NA	NA	 0.82700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.12174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus	2|976|200643|171549|2005519|1348911|1501392	NA	NA	NA	 0.00841	NA	NA	NA	 0.00184	NA	 0.07816	NA	NA	NA	  0.00340	NA	NA	NA	 0.02544	NA	NA	NA	NA	NA	 0.01598	 0.07557	NA	  0.01424	NA	NA	NA	 0.00673	NA	NA	NA	  0.03678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.07899	 0.03750	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	2|201174|1760|2037|2049|1654|936548	NA	NA	NA	 0.00779	NA	NA	NA	NA	NA	NA	NA	NA	  0.00162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.01162	NA	 0.00075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00383	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02	2|201174|1760|2037|2049|1654|1739406	NA	NA	NA	 0.00755	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00196	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_F0442	2|1239|91061|186826|1300|1301|999425	NA	NA	NA	 0.00653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.02345	  0.02002	NA	NA	NA	NA	NA	NA	NA	 0.01026	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	2|1239|909932|1843489|31977|29465|39777	NA	NA	NA	 0.00522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.02281	NA	NA	NA	NA	NA	NA	  0.02998	 0.01639	 0.00655	NA	NA	NA	NA	NA	 0.00204	NA	NA
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	2|201174|84998|1643822|1643826|84111|84112	NA	NA	NA	 0.00440	NA	NA	NA	NA	 0.53232	NA	NA	  0.00160	NA	  0.29654	 0.02995	 0.01011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.01180	  2.51782	  0.01340	 0.02183	NA	  0.01505	NA	NA	  0.16687	NA	NA	  0.13097	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	2|1239|91061|1385||1378|84135	NA	NA	NA	 0.00327	NA	NA	NA	NA	 0.00500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.02568	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	2|201174|1760|85006|1268|32207|43675	NA	NA	NA	 0.00285	NA	NA	NA	NA	NA	 0.00256	NA	NA	NA	NA	NA	 0.00236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00156	NA	NA	NA	 0.02050	  0.04723	NA	NA	NA	NA	NA	NA	NA	 0.00568	NA	NA	NA	NA	NA	 0.03536	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae	2|1224|1236|135625|712|724|249188	NA	NA	NA	 0.00219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.13366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	2|976|200643|171549|815|816|291645	NA	NA	NA	 0.00164	NA	NA	NA	NA	 0.06264	NA	NA	NA	NA	  0.17574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.09029	 0.00540	NA	NA	NA	NA	  0.00068	NA	NA	NA	NA
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	2157|28890|183925|2158|2159|2316	NA	NA	NA	NA	 0.28462	NA	NA	 0.01168	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00458	NA	NA	NA	 0.46920	NA	NA	 0.03630	NA	NA	NA	NA	NA	 0.01486	NA	NA	NA	NA	NA	NA	NA	NA	 0.06177	 0.01109	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	2|1224|28216|80840|995019|40544	NA	NA	NA	NA	 0.02280	 0.00707	 0.00437	 0.00719	NA	NA	NA	NA	  0.01983	  0.00331	NA	NA	  0.00323	NA	NA	  0.03970	NA	 0.00558	NA	 0.00341	NA	NA	NA	NA	NA	NA	 0.01696	NA	NA	 0.02789	NA	  0.05889	  0.00287	  0.00210	NA	NA	NA	NA	NA	NA	NA	NA	 0.00206	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	2|1239|186801|186802|186803|830|45851	NA	NA	NA	NA	20.19606	NA	NA	NA	NA	NA	 5.52326	NA	NA	NA	NA	15.54459	NA	NA	NA	  0.54638	NA	 2.88010	 6.39808	 1.42575	 1.52861	  0.28331	NA	45.57323	NA	NA	NA	  3.12523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 1.97204	NA	NA	 12.00869
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	2|1239|909932|1843488|909930|33024|626940	NA	NA	NA	NA	 2.12521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.03940	NA	NA	NA	NA	NA	NA	 3.95631	NA	NA	NA	NA	NA	 1.18331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 1.88944	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	2|976|200643|171549|815|816|310298	NA	NA	NA	NA	 0.63190	NA	NA	 0.22944	NA	NA	 1.97806	NA	  0.14039	  0.36007	NA	NA	NA	NA	 0.25379	NA	NA	NA	NA	 0.84984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00788	  0.04179	NA	NA	NA	NA	  0.00642	  3.40561	NA	NA	NA	NA	NA	NA
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	2157|28890|183925|2158|2159|2316|2317	NA	NA	NA	NA	 0.28462	NA	NA	 0.01168	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00458	NA	NA	NA	 0.46920	NA	NA	 0.03630	NA	NA	NA	NA	NA	 0.01486	NA	NA	NA	NA	NA	NA	NA	NA	 0.06177	 0.01109	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_403	2|1239|186801|186802|541000|1263|1262958	NA	NA	NA	NA	 0.11720	NA	NA	NA	NA	 0.10855	NA	NA	NA	NA	NA	NA	NA	 0.01269	NA	  0.20337	NA	 0.04274	NA	 0.21608	NA	NA	NA	NA	  0.04159	NA	 0.04963	NA	NA	NA	  0.00595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	2|201174|1760|85004|31953|1678|1681	NA	NA	NA	NA	 0.07020	NA	 0.13512	NA	NA	NA	NA	NA	NA	NA	NA	 0.57842	NA	NA	NA	NA	NA	NA	NA	 2.29081	NA	NA	NA	 0.22129	  1.48305	NA	NA	NA	  0.08098	NA	NA	  1.69160	NA	 42.61304	NA	NA	 0.27532	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	2|201174|1760|85004|31953|1678|1686	NA	NA	NA	NA	 0.02469	NA	NA	 0.43201	NA	 0.11777	NA	NA	NA	NA	NA	NA	NA	 1.99201	NA	NA	  0.00677	NA	NA	NA	NA	  1.39697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00590	NA	NA	NA	NA	 2.30595	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra	2|1224|28216|80840|995019|40544|437898	NA	NA	NA	NA	 0.02280	 0.00707	 0.00437	 0.00719	NA	NA	NA	NA	  0.01983	  0.00331	NA	NA	  0.00323	NA	NA	  0.03970	NA	 0.00558	NA	 0.00341	NA	NA	NA	NA	NA	NA	 0.01696	NA	NA	 0.02789	NA	  0.05889	  0.00287	  0.00210	NA	NA	NA	NA	NA	NA	NA	NA	 0.00206	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	2|976|200643|171549|171550|239759|626932	NA	NA	NA	NA	 0.00989	NA	NA	 0.00174	 0.19993	 0.02199	 0.02231	  0.02166	  0.32927	  0.23306	NA	NA	NA	NA	 0.07296	  0.11951	NA	 0.05415	 0.06766	NA	 0.01974	NA	NA	NA	  0.00654	NA	 0.52299	  0.54614	NA	 0.46141	NA	NA	NA	NA	NA	 0.81688	NA	  0.05055	NA	 0.09453	  0.04341	 0.03347	 0.01075	  0.04873	  0.01349
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	NA	NA	NA	NA	NA	 0.01454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  1.47171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2|1239|1737404|1737405	NA	NA	NA	NA	NA	 0.01454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  1.47171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	2|1239|1737404|1737405|1570339	NA	NA	NA	NA	NA	 0.01454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  1.47171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas	2|1239|1737404|1737405|1570339|543311	NA	NA	NA	NA	NA	 0.01454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  1.42532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	2|1239|526524|526525|128827|100883	NA	NA	NA	NA	NA	 0.01131	NA	NA	 0.00054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.93754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_obeum_CAG_39	2|1239|186801|186802|541000|1263|1263107	NA	NA	NA	NA	NA	 0.12059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00195	  0.01386	NA	NA	NA	NA	NA	  0.03942	NA	NA	NA	NA	NA	NA	NA	NA	  0.03883	NA	NA	  0.01944	NA	 0.00249	NA	NA	NA	NA	NA	 0.08084	NA	NA
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra	2|1239|1737404|1737405|1570339|543311|33033	NA	NA	NA	NA	NA	 0.01454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  1.42532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	2|1239|526524|526525|128827|100883|100884	NA	NA	NA	NA	NA	 0.01131	NA	NA	 0.00054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.93754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	2|1239|186801|186802|186803|1432051|1432052	NA	NA	NA	NA	NA	 0.00060	NA	NA	 0.81136	 0.00787	NA	  0.00050	  0.00804	  1.07437	NA	NA	NA	NA	NA	NA	NA	NA	 0.03491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.01535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.02765	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	2|976|200643|171549|171552|838|165179	NA	NA	NA	NA	NA	NA	39.63718	 0.06409	NA	NA	NA	NA	 32.67676	NA	NA	NA	 54.90425	21.48698	 3.57536	 45.66314	 69.35040	21.78443	NA	27.73334	16.78784	 55.74498	  1.10492	 2.16962	NA	NA	38.11664	 44.44951	 61.85799	 1.73256	 70.67429	NA	 64.08853	  0.02544	NA	NA	69.25318	 24.32229	NA	 2.53621	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	2|976|200643|171549|171552|838|363265	NA	NA	NA	NA	NA	NA	 3.65179	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.87025	NA	 0.26050	NA	  0.36386	NA	NA	NA	NA	NA	  0.90830	 0.60711	NA	NA	NA	NA	  0.34095	NA	NA	NA	NA	NA	NA	NA	 0.13411	NA	NA	 0.04556	NA	NA	NA	NA	NA
