X.clade_name	clade_taxid	p1	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p2	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p3	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p4	p40	p41	p42	p43	p44	p45	p46	p47	p48	p49	p5	p6	p7	p8	p9
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra	2|1224|28216|80840|995019|40544|437898	NA	NA	NA	NA	   1735	     589	     491	    597	NA	NA	NA	NA	    2827	     367	NA	NA	    125	NA	NA	   1426	NA	    117	NA	    119	NA	NA	NA	NA	NA	NA	    736	NA	NA	    3158	NA	   2344	    124	    111	NA	NA	NA	NA	NA	NA	NA	NA	     236	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	2|976|200643|171549|171550|239759|626932	NA	NA	NA	NA	    904	NA	NA	    173	   27545	    2968	   1606	    5340	   56413	   31152	NA	NA	NA	NA	   2902	   5157	NA	   1366	    6355	NA	    448	NA	NA	NA	    303	NA	  27296	  20946	NA	   62779	NA	NA	NA	NA	NA	   72893	NA	   4100	NA	   4085	    4929	   3282	    1481	    5190	    1920
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	NA	NA	NA	NA	NA	     847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  55038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2|1239|1737404|1737405	NA	NA	NA	NA	NA	     847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  55038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	2|1239|1737404|1737405|1570339	NA	NA	NA	NA	NA	     847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  55038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas	2|1239|1737404|1737405|1570339|543311	NA	NA	NA	NA	NA	     847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  53081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	2|1239|526524|526525|128827|100883	NA	NA	NA	NA	NA	    1488	NA	NA	      98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  78898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_obeum_CAG_39	2|1239|186801|186802|541000|1263|1263107	NA	NA	NA	NA	NA	   11025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     76	    848	NA	NA	NA	NA	NA	    848	NA	NA	NA	NA	NA	NA	NA	NA	   1696	NA	NA	    1696	NA	    185	NA	NA	NA	NA	NA	   10177	NA	NA
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra	2|1239|1737404|1737405|1570339|543311|33033	NA	NA	NA	NA	NA	     847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  53081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	2|1239|526524|526525|128827|100883|100884	NA	NA	NA	NA	NA	    1488	NA	NA	      98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  78898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	2|1239|186801|186802|186803|1432051|1432052	NA	NA	NA	NA	NA	     157	NA	NA	  293916	    2793	NA	     325	    3623	  377580	NA	NA	NA	NA	NA	NA	NA	NA	    8622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    5490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    7744	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	2|976|200643|171549|171552|838|165179	NA	NA	NA	NA	NA	NA	 6838725	   8183	NA	NA	NA	NA	 7162374	NA	NA	NA	3269267	 956899	 181977	2520995	5943691	 703417	NA	1495020	 487891	3445300	  33301	  90429	NA	NA	2545127	2181012	 7330473	  301579	3264047	NA	4260613	   2082	NA	NA	7228215	2524208	NA	 140239	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	2|976|200643|171549|171552|838|363265	NA	NA	NA	NA	NA	NA	  534209	NA	NA	NA	NA	NA	NA	NA	NA	NA	  43936	NA	  11241	NA	  26440	NA	NA	NA	NA	NA	  23211	  21454	NA	NA	NA	NA	   34257	NA	NA	NA	NA	NA	NA	NA	  11868	NA	NA	   2136	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	2|976|200643|171549|171552|838|1262924	NA	NA	NA	NA	NA	NA	   79804	   2152	NA	NA	NA	NA	NA	NA	NA	NA	 129224	NA	NA	 184464	 101487	 132230	NA	NA	NA	  18909	   3303	   8943	NA	NA	NA	  46995	   40749	NA	NA	 179948	  58338	NA	NA	NA	  10472	NA	NA	     96	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_488	2|1239|186801|186802|541000|1263|1262959	NA	NA	NA	NA	NA	NA	   15306	  81103	NA	NA	NA	NA	NA	NA	NA	NA	   2528	NA	NA	    875	    755	NA	NA	NA	NA	NA	  68183	  43364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  13453	NA	NA	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05	2|1224|1236|135625|712|724|1608898	NA	NA	NA	NA	NA	NA	     261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    918	NA	NA	NA	NA	NA	NA	NA	NA	NA	     904	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	NA	NA	NA	NA	NA	NA	NA	  99521	NA	NA	NA	NA	  163621	NA	NA	NA	    720	NA	   2905	NA	 237544	  15263	NA	  16768	NA	  18981	NA	NA	NA	NA	     56	NA	NA	NA	NA	   4524	    228	NA	NA	NA	  28163	   5968	NA	   5674	NA	NA	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	NA	NA	NA	NA	NA	NA	NA	   3940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	2|1239|909932|909929|1843491	NA	NA	NA	NA	NA	NA	NA	  99521	NA	NA	NA	NA	  163621	NA	NA	NA	    720	NA	   2905	NA	 237544	  15263	NA	  16768	NA	  18981	NA	NA	NA	NA	     56	NA	NA	NA	NA	   4524	    228	NA	NA	NA	  28163	   5968	NA	   5674	NA	NA	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	2|1224|1236|72274|468	NA	NA	NA	NA	NA	NA	NA	   3940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella	2|1239|909932|909929|1843491|52225	NA	NA	NA	NA	NA	NA	NA	  99521	NA	NA	NA	NA	NA	NA	NA	NA	    352	NA	NA	NA	  13553	     57	NA	NA	NA	  18981	NA	NA	NA	NA	     56	NA	NA	NA	NA	NA	NA	NA	NA	NA	  28163	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified	2|1224|28221|213115|194924|	NA	NA	NA	NA	NA	NA	NA	   6074	NA	NA	NA	NA	NA	NA	NA	NA	   2307	   2781	NA	NA	NA	NA	NA	NA	NA	NA	NA	   5468	NA	NA	NA	NA	NA	   39485	NA	NA	NA	NA	NA	NA	NA	   3270	NA	NA	NA	NA	   12181	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	2|1224|1236|72274|468|469	NA	NA	NA	NA	NA	NA	NA	   3940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella	2|1239|186801|186802|186803|1506577	NA	NA	NA	NA	NA	NA	NA	   1161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180	2|1239|186801|186802|186806|1730|1262882	NA	NA	NA	NA	NA	NA	NA	 606576	NA	  252474	NA	NA	NA	NA	NA	NA	NA	  34253	   1125	  48303	  14921	  32678	NA	  67416	  79031	NA	NA	    695	NA	NA	NA	  53684	NA	NA	   7804	   5210	NA	   2805	NA	NA	    440	  73821	   2000	NA	  655195	 420137	  582448	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis	2|1239|91061|186826|33958|1578|1623	NA	NA	NA	NA	NA	NA	NA	 569173	NA	    5384	NA	NA	NA	NA	NA	NA	NA	NA	  46617	NA	  29220	NA	NA	  26827	NA	  27808	 161017	NA	NA	NA	NA	NA	NA	NA	  20060	  39138	NA	NA	NA	NA	   9109	NA	NA	 204532	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_sp_CAG_357	2|1239|909932|1843489|31977|39948|1262869	NA	NA	NA	NA	NA	NA	NA	 465169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  250170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_sp_CAG_266	2|1239|909932|1843488|909930|33024|1262915	NA	NA	NA	NA	NA	NA	NA	  75565	NA	NA	NA	NA	  289908	NA	NA	NA	NA	NA	NA	NA	NA	NA	   90406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   37942	   75238	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida	2|1239|909932|909929|1843491|52225|52226	NA	NA	NA	NA	NA	NA	NA	  99521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   1141	NA	NA	NA	NA	    748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   2517	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_144	2|976|200643|171549|815|816|1262736	NA	NA	NA	NA	NA	NA	NA	  19917	NA	NA	NA	NA	NA	NA	NA	   19456	NA	NA	   1160	NA	NA	NA	  422488	  17394	NA	NA	   5128	   3457	NA	NA	NA	NA	NA	   24622	NA	NA	NA	NA	NA	NA	NA	NA	NA	   5464	NA	  37577	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	2|976|200643|171549|815|816|387090	NA	NA	NA	NA	NA	NA	NA	  19364	NA	NA	  42202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24	2|1239|186801|186802|186806|1730|2292352	NA	NA	NA	NA	NA	NA	NA	  10848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     165	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica	2|976|200643|171549|1853231|574697|544644	NA	NA	NA	NA	NA	NA	NA	   6922	     555	    1000	   1947	NA	NA	    3458	NA	NA	   7416	  12287	   3552	NA	NA	   1117	     559	   3268	   3407	NA	    901	NA	NA	NA	NA	NA	NA	   16320	   1728	NA	    773	NA	NA	   13182	NA	   8980	   2579	   2645	NA	NA	NA	     374	    7636
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium	2|1224|28221|213115|194924||2049043	NA	NA	NA	NA	NA	NA	NA	   6074	NA	NA	NA	NA	NA	NA	NA	NA	   2307	   2781	NA	NA	NA	NA	NA	NA	NA	NA	NA	   5468	NA	NA	NA	NA	NA	   39485	NA	NA	NA	NA	NA	NA	NA	   3270	NA	NA	NA	NA	   12181	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253	2|1239|186801|186802|31979|1485|1262785	NA	NA	NA	NA	NA	NA	NA	   3715	NA	    5130	NA	    3772	NA	NA	NA	    6684	NA	NA	NA	NA	NA	NA	    3484	NA	NA	NA	NA	    703	NA	NA	   1647	NA	NA	NA	NA	NA	NA	NA	NA	     299	NA	NA	  35421	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	2|976|200643|171549|171552|577309|454154	NA	NA	NA	NA	NA	NA	NA	   3814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     62	NA	NA	    2030	NA	NA	NA	NA	   13396	    5995	NA	   5582	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_guillouiae	2|1224|1236|72274|468|469|106649	NA	NA	NA	NA	NA	NA	NA	   3940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_OM08_11	2|976|200643|171549|815|816|2292284	NA	NA	NA	NA	NA	NA	NA	   1389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis	2|1239|186801|186802|186803|1506577|29361	NA	NA	NA	NA	NA	NA	NA	   1161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum	2|508458|649775|649776|649777|508459|1197717	NA	NA	NA	NA	NA	NA	NA	    683	  119015	NA	NA	NA	NA	NA	NA	NA	NA	   1694	NA	NA	NA	NA	NA	NA	  15514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  18660	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_563	2|1239|186801|186802|541000|1263|1262961	NA	NA	NA	NA	NA	NA	NA	     60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  11032	NA	NA	NA	NA	NA	    271	NA	NA	NA	NA	    4901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae	2|1239|186801|186802|424536	NA	NA	NA	NA	NA	NA	NA	NA	   15447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    1565	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae	2|1239|186801|186802|990719	NA	NA	NA	NA	NA	NA	NA	NA	    7316	     147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     356	NA	NA	NA	NA	NA	NA	NA	NA	NA	   1039	    2172	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	2|1239|91061|186826|81850	NA	NA	NA	NA	NA	NA	NA	NA	    4266	NA	NA	NA	NA	NA	    140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  62127	NA	NA	NA	NA	NA	NA	NA	NA	   1028	    934	NA	NA	NA	NA	     362	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	2|1239|186801|186802|543314	NA	NA	NA	NA	NA	NA	NA	NA	      68	      68	NA	NA	NA	     100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     66	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter	2|1239|186801|186802|424536|270497	NA	NA	NA	NA	NA	NA	NA	NA	   15447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    1565	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota	2|1239|526524|526525|128827|1924110	NA	NA	NA	NA	NA	NA	NA	NA	   10789	    2504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified	2|1239|186801|186802||	NA	NA	NA	NA	NA	NA	NA	NA	   20136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    2353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella	2|1239|186801|186802|990719|990721	NA	NA	NA	NA	NA	NA	NA	NA	    7316	     147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     356	NA	NA	NA	NA	NA	NA	NA	NA	NA	   1039	    2172	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	2|1239|91061|186826|81850|1243	NA	NA	NA	NA	NA	NA	NA	NA	    4266	NA	NA	NA	NA	NA	    140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    934	NA	NA	NA	NA	     362	NA	NA
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	2|1224|28221|213115|194924|872	NA	NA	NA	NA	NA	NA	NA	NA	    7320	NA	  62411	   91178	NA	NA	NA	NA	NA	   5434	  70166	   9474	NA	  57460	    5136	NA	  29920	    650	NA	   1961	NA	NA	NA	NA	NA	  106547	NA	NA	NA	NA	NA	   74935	NA	  24278	NA	  69923	NA	  31435	   14825	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Lactonifactor	2|1239|186801|186802|31979|420345	NA	NA	NA	NA	NA	NA	NA	NA	    4908	NA	NA	NA	NA	    3580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium	2|1239|186801|186802|543314|86331	NA	NA	NA	NA	NA	NA	NA	NA	      68	      68	NA	NA	NA	     100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     66	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	2|976|200643|171549|171552|838|1262917	NA	NA	NA	NA	NA	NA	NA	NA	  376737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme	2|1239|186801|186802|186803|1506553|1531	NA	NA	NA	NA	NA	NA	NA	NA	  523447	NA	NA	NA	NA	  308615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_laneus	2|976|200643|171549|1853231|283168|626933	NA	NA	NA	NA	NA	NA	NA	NA	  184060	NA	NA	NA	NA	NA	NA	NA	NA	   3961	  63985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 441332	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	2|1239|186801|186802|186803|1506553|1512	NA	NA	NA	NA	NA	NA	NA	NA	   60299	NA	NA	    1782	NA	   23843	   1382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  16958	     139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_aldenense	2|1239|186801|186802|186803|1506553|358742	NA	NA	NA	NA	NA	NA	NA	NA	   57951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
