X.clade_name	clade_taxid	p1	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p2	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p3	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p4	p40	p41	p42	p43	p44	p45	p46	p47	p48	p49	p5	p6	p7	p8	p9
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274	2|1239|186801|186802|186806|1730|1262888	NA	NA	   69999	NA	   7664	NA	NA	NA	NA	   12392	NA	NA	NA	NA	   2343	NA	NA	NA	NA	NA	NA	   3404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    111	  24635	NA	   95629	  13894	    3697	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_marmotae	2|1224|1236|91347|543|561|1499973	NA	NA	   31843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  10140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rogosae	2|1239|91061|186826|33958|1578|706562	NA	NA	   14479	NA	NA	NA	     147	   4807	NA	    2462	   2360	NA	     999	NA	NA	NA	NA	NA	    649	NA	    144	    148	    9025	NA	NA	   5358	NA	   3567	    152	NA	NA	   1860	NA	NA	NA	    621	    448	NA	NA	     986	NA	   2959	NA	    930	NA	NA	   29172	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	2|1239|91061|186826|1300|1357|1358	NA	NA	   11247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   2539	NA	NA	NA	NA	NA	NA	NA	NA	NA	   1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     873	NA	     211	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus	2|1239|186801|186802||2039302|1981510	NA	NA	    9666	NA	NA	   17760	NA	NA	  127478	   11305	  22778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   52089	    9291	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242	2|1239|186801|186802|31979|1485|1262783	NA	NA	    8280	NA	NA	NA	NA	NA	NA	NA	   1641	NA	NA	NA	NA	    1074	    438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus	2|976|200643|171549|815|816|384639	NA	NA	    8138	NA	NA	NA	NA	  55116	NA	   68375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   3842	    155	    398	NA	NA	NA	NA	NA	    8376	NA	NA	NA	NA	NA	    6952	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_testosteroni	2|1224|28216|80840|80864|283|285	NA	NA	   10374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16	2|1239|186801|186802|541000||552398	NA	NA	    2559	NA	NA	NA	NA	NA	NA	     218	NA	    1115	NA	   17371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    1542	     109	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis	2|256845|1313211|278082|255528|172900|172901	NA	NA	    2777	NA	  37403	NA	NA	NA	NA	NA	   8946	NA	     491	NA	NA	     392	NA	NA	    987	NA	NA	   2669	NA	   5475	   1491	NA	   2234	NA	  13810	NA	NA	NA	NA	   10264	NA	NA	NA	NA	NA	    3043	NA	   1121	    160	   3015	NA	   1227	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5	2|1239|186801|186802|541000||1520815	NA	NA	    1169	NA	   1400	     605	NA	NA	    3385	    1438	   1875	NA	NA	NA	    313	   20212	NA	NA	   1770	NA	NA	NA	    1570	NA	   6399	NA	NA	NA	NA	NA	NA	NA	NA	    5485	NA	NA	NA	     54	NA	     191	NA	NA	NA	  24123	NA	   1065	    8835	NA	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_thiooxydans	2|1224|28216|80840|80864|283|363952	NA	NA	    1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_evryensis	2|508458|649775|649776|649777|508459|508460	NA	NA	    1082	NA	NA	    2074	NA	NA	   41251	NA	NA	NA	NA	NA	NA	    8896	NA	NA	  30800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  21190	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae	2|1239|186801|186802|186803|1506553|358743	NA	NA	     796	NA	NA	NA	NA	NA	   32323	NA	NA	   13151	    6563	   11268	NA	NA	NA	    438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   6892	   2803	NA	NA	NA	NA	NA	NA	NA	    2577	    1283	NA	NA	NA	NA	NA	NA	NA	NA	     515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471	2|1239|186801|186802|186803|841|1262948	NA	NA	     139	NA	    556	     167	    2016	 104004	NA	     566	NA	NA	    1084	NA	NA	NA	NA	  17609	NA	NA	   2553	  25772	NA	NA	   5134	NA	     56	NA	    493	  21946	     62	  15518	   19392	     299	NA	NA	  57571	NA	     850	NA	NA	  40146	     27	NA	     305	  65552	     708	      54	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12	2|1239|91061|186826|1300|1301|1759399	NA	NA	      84	     990	NA	NA	NA	NA	     531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    218	NA	NA	NA	NA	NA	NA	NA	NA	NA	   2659	NA	NA	NA	NA	NA	NA	NA	NA	     447	NA	NA	NA	NA	     351	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13	2|1239|186801|186802|216572|459786|1855299	NA	NA	      60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	NA	NA	NA	     245	NA	NA	NA	NA	     459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   4021	NA	NA	NA	NA	NA	NA	    1946	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	2|201174|1760|85006	NA	NA	NA	     257	NA	NA	NA	NA	NA	     277	NA	NA	NA	NA	NA	     215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     29	NA	NA	NA	    859	   1454	NA	NA	NA	NA	NA	   1706	NA	     407	NA	NA	NA	NA	NA	   2784	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	NA	NA	NA	     188	NA	NA	     261	NA	NA	NA	NA	NA	     127	NA	    722	    7563	    117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   6668	   2016	NA	NA	NA	   3048	NA	   4013	NA	NA	     566	NA	NA	NA	NA	NA	NA	    1703	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified	2|1239|91061|1385|	NA	NA	NA	     245	NA	NA	NA	NA	     459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   4021	NA	NA	NA	NA	NA	NA	    1946	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	2|201174|1760|85006|1268	NA	NA	NA	     257	NA	NA	NA	NA	NA	     277	NA	NA	NA	NA	NA	     215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     29	NA	NA	NA	    859	   1454	NA	NA	NA	NA	NA	NA	NA	     407	NA	NA	NA	NA	NA	   2784	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	2|1224|1236|135625|712	NA	NA	NA	     188	NA	NA	     261	NA	NA	NA	NA	NA	     127	NA	    722	    7563	    117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   6668	   2016	NA	NA	NA	   3048	NA	   4013	NA	NA	     566	NA	NA	NA	NA	NA	NA	    1703	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	2|1239|526524|526525|128827|1573535	NA	NA	NA	   93373	NA	NA	   64013	  65340	NA	  253118	NA	   17551	   55034	NA	NA	NA	   5042	   7248	NA	   1099	    345	NA	NA	NA	  10262	  15283	  11897	   4261	NA	NA	NA	   7679	NA	  121960	NA	NA	NA	NA	NA	NA	    159	   7924	NA	   1290	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	2|976|200643|171549|171552|577309	NA	NA	NA	  113485	NA	NA	NA	  26382	NA	NA	  11974	NA	  114840	NA	NA	NA	   4134	   3379	  12625	NA	NA	NA	NA	NA	    121	NA	   3988	NA	NA	NA	  44325	  25634	NA	   24454	NA	   3901	NA	NA	  187720	   96303	NA	  18925	  73507	   1277	NA	   6565	   15059	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	2|1239|909932|1843488|909930|33024	NA	NA	NA	   40295	 155621	NA	NA	  75565	   74610	   74117	   1305	   70969	  289908	  175784	NA	   35658	NA	NA	NA	NA	   2114	NA	   90406	NA	NA	NA	NA	 103280	NA	NA	NA	NA	   28994	  128952	NA	NA	NA	   1228	   37942	   90041	NA	NA	NA	NA	   71121	 148420	NA	    2250	   42500
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	2|201174|84998|1643822|1643826|84111	NA	NA	NA	     629	NA	NA	NA	NA	   93292	NA	NA	     501	NA	   50420	   3367	    1460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    780	 204942	    1628	    2478	NA	   1553	NA	NA	   24103	NA	NA	   17744	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella	2|1239|91061|1385||1378	NA	NA	NA	     245	NA	NA	NA	NA	     459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   4021	NA	NA	NA	NA	NA	NA	    1946	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia	2|201174|1760|85006|1268|32207	NA	NA	NA	     257	NA	NA	NA	NA	NA	     277	NA	NA	NA	NA	NA	     215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     29	NA	NA	NA	    859	   1454	NA	NA	NA	NA	NA	NA	NA	     407	NA	NA	NA	NA	NA	   2784	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	2|1224|1236|135625|712|724	NA	NA	NA	     188	NA	NA	     261	NA	NA	NA	NA	NA	     127	NA	    722	    7563	    117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   6668	   2016	NA	NA	NA	   3048	NA	   4013	NA	NA	     566	NA	NA	NA	NA	NA	NA	    1703	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251	2|1239|186801|186802|186806|1730|1262886	NA	NA	NA	  120271	NA	NA	   22219	NA	NA	NA	NA	NA	NA	  366034	NA	NA	NA	NA	NA	   3448	  13814	NA	NA	NA	    213	  21206	NA	  33010	  12883	NA	  21203	NA	   20004	NA	   2206	   2041	NA	NA	NA	NA	NA	  54251	NA	NA	NA	NA	    6620	NA	  111804
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	2|976|200643|171549|815|816|28111	NA	NA	NA	  266120	NA	NA	NA	NA	 1228200	NA	  63771	 1086602	NA	NA	NA	NA	NA	   5587	   9940	NA	NA	NA	   70875	NA	NA	NA	NA	   4569	  72200	NA	NA	NA	NA	   70824	NA	NA	NA	    442	NA	NA	NA	   2038	NA	  40890	NA	 174642	   29763	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	2|976|200643|171549|815|816|46506	NA	NA	NA	  215580	  40216	NA	NA	   3419	NA	  150336	  66190	  119853	  208119	NA	NA	NA	   5935	    119	NA	NA	NA	NA	NA	  41743	NA	NA	    832	NA	NA	NA	    343	NA	NA	  196947	NA	NA	NA	NA	NA	 2682320	NA	  17071	NA	NA	NA	NA	  427082	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	2|1239|526524|526525|128827|1573535|1735	NA	NA	NA	   93373	NA	NA	   64013	  65340	NA	  253118	NA	   17551	   55034	NA	NA	NA	   5042	   7248	NA	   1099	    345	NA	NA	NA	  10262	  15283	  11897	   4261	NA	NA	NA	   7679	NA	  121960	NA	NA	NA	NA	NA	NA	    159	   7924	NA	   1290	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	2|976|200643|171549|171552|577309|454155	NA	NA	NA	  113485	NA	NA	NA	  22568	NA	NA	  11974	NA	  114840	NA	NA	NA	   4134	   3379	  12625	NA	NA	NA	NA	NA	    121	NA	   3988	NA	NA	NA	  44263	  25634	NA	   22424	NA	   3901	NA	NA	  174324	   90308	NA	  13343	  73507	   1277	NA	   6565	   15059	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	2|976|200643|171549|815|816|204516	NA	NA	NA	   86032	NA	NA	   18276	NA	NA	   15792	  19256	NA	  228366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  32407	   3608	NA	NA	NA	  60897	NA	  89948	NA	NA	   40774	NA	NA	NA	NA	   37870	NA	NA	   7568	NA	NA	NA	  34784	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	2|1239|909932|1843488|909930|33024|33025	NA	NA	NA	   40295	NA	NA	NA	NA	   74610	   74117	   1305	   70969	NA	  175784	NA	   35658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     43	NA	NA	NA	NA	   28994	NA	NA	NA	NA	   1228	NA	   14803	NA	NA	NA	NA	   71121	NA	NA	    2250	   42500
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_443	2|976|200643|171549|815|816|1262739	NA	NA	NA	   45415	NA	NA	  132616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   3410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus	2|976|200643|171549|2005519|1348911|1501392	NA	NA	NA	    1369	NA	NA	NA	    266	NA	   15293	NA	NA	NA	     657	NA	NA	NA	   1283	NA	NA	NA	NA	NA	    976	   2488	NA	    486	NA	NA	NA	    509	NA	NA	NA	   1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  11228	    7491	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	2|201174|1760|2037|2049|1654|936548	NA	NA	NA	     748	NA	NA	NA	NA	NA	NA	NA	NA	     237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    381	NA	      87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     451	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02	2|201174|1760|2037|2049|1654|1739406	NA	NA	NA	     707	NA	NA	NA	NA	NA	NA	NA	NA	NA	      56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     225	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_F0442	2|1239|91061|186826|1300|1301|999425	NA	NA	NA	     573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    956	    599	NA	NA	NA	NA	NA	NA	NA	     715	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	2|1239|909932|1843489|31977|29465|39777	NA	NA	NA	     425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    634	NA	NA	NA	NA	NA	NA	    2077	    1061	    387	NA	NA	NA	NA	NA	     204	NA	NA
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	2|201174|84998|1643822|1643826|84111|84112	NA	NA	NA	     629	NA	NA	NA	NA	   93292	NA	NA	     501	NA	   50420	   3367	    1460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    780	 204942	    1628	    2478	NA	   1553	NA	NA	   24103	NA	NA	   17744	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	2|1239|91061|1385||1378|84135	NA	NA	NA	     245	NA	NA	NA	NA	     459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    1946	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	2|201174|1760|85006|1268|32207|43675	NA	NA	NA	     257	NA	NA	NA	NA	NA	     277	NA	NA	NA	NA	NA	     215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     29	NA	NA	NA	    859	   1454	NA	NA	NA	NA	NA	NA	NA	     407	NA	NA	NA	NA	NA	   2784	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae	2|1224|1236|135625|712|724|249188	NA	NA	NA	     188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   6668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	2|976|200643|171549|815|816|291645	NA	NA	NA	     368	NA	NA	NA	NA	   17281	NA	NA	NA	NA	   47041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   17269	     965	NA	NA	NA	NA	     154	NA	NA	NA	NA
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	2157|28890|183925|2158|2159|2316	NA	NA	NA	NA	  15805	NA	NA	    708	NA	NA	NA	NA	NA	NA	NA	NA	NA	     96	NA	NA	NA	   7193	NA	NA	    500	NA	NA	NA	NA	NA	    471	NA	NA	NA	NA	NA	NA	NA	NA	    3348	    549	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	2|1224|28216|80840|995019|40544	NA	NA	NA	NA	   1735	     589	     491	    597	NA	NA	NA	NA	    2827	     367	NA	NA	    125	NA	NA	   1426	NA	    117	NA	    119	NA	NA	NA	NA	NA	NA	    736	NA	NA	    3158	NA	   2344	    124	    111	NA	NA	NA	NA	NA	NA	NA	NA	     236	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	2|1239|186801|186802|186803|830|45851	NA	NA	NA	NA	1495878	NA	NA	NA	NA	NA	 322227	NA	NA	NA	NA	 1429799	NA	NA	NA	  19102	NA	  58892	  486907	  48670	  28132	  11088	NA	1202867	NA	NA	NA	  97107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 156689	NA	NA	 1384965
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	2|1239|909932|1843488|909930|33024|626940	NA	NA	NA	NA	 155621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   2114	NA	NA	NA	NA	NA	NA	 103237	NA	NA	NA	NA	NA	  128952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 148420	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	2|976|200643|171549|815|816|310298	NA	NA	NA	NA	  87001	NA	NA	  34485	NA	NA	 214511	NA	   36223	   72479	NA	NA	NA	NA	  15205	NA	NA	NA	NA	  53927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    567	   3270	NA	NA	NA	NA	    784	 319400	NA	NA	NA	NA	NA	NA
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	2157|28890|183925|2158|2159|2316|2317	NA	NA	NA	NA	  15805	NA	NA	    708	NA	NA	NA	NA	NA	NA	NA	NA	NA	     96	NA	NA	NA	   7193	NA	NA	    500	NA	NA	NA	NA	NA	    471	NA	NA	NA	NA	NA	NA	NA	NA	    3348	    549	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_403	2|1239|186801|186802|541000|1263|1262958	NA	NA	NA	NA	   8287	NA	NA	NA	NA	   11333	NA	NA	NA	NA	NA	NA	NA	    341	NA	   6787	NA	    834	NA	   7041	NA	NA	NA	NA	   1492	NA	   2003	NA	NA	NA	    166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	2|201174|1760|85004|31953|1678|1681	NA	NA	NA	NA	   4966	NA	   14100	NA	NA	NA	NA	NA	NA	NA	NA	   50813	NA	NA	NA	NA	NA	NA	NA	  74689	NA	NA	NA	   5578	  53232	NA	NA	NA	    5804	NA	NA	  62599	NA	2109849	NA	NA	  17379	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	2|201174|1760|85004|31953|1678|1686	NA	NA	NA	NA	   1645	NA	NA	  31424	NA	   11587	NA	NA	NA	NA	NA	NA	NA	  50539	NA	NA	    330	NA	NA	NA	NA	  49187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    350	NA	NA	NA	NA	 164831	NA	NA	NA
